 date , periode , rgdp , rgdp_g , ngdp , ngdp_g , fp_pb , fp_mb , fp_ib , fp_em , cp_whd , cp_dbt , cp_ibt , cp_ebt , dcvd1 , dcvd2 , k_cs , l , k_gfcf , p , cc , m1 , m1_g , m2 , m2_g , em , dc , cc , em_g , dc_g , cc_g , inf , birate , excrate , excrate_g 
 2012M10 , 1.00 , 100.29 ,, 127.16 ,," 453,406.52 "," 89,679,747.61 "," 514,408,870.58 "," 155,310.26 "," 120,799,477.00 "," 9,592,640.00 "," 111,078,009.00 "," 23,303,410.00 ",,,,,, 126.80 ," 16,848 ",,,,,,,,,,,,,,
 2012M11 , 2.00 , 100.29 ,0.001%, 127.17 ,0.001%," 325,777.98 "," 35,009,035.50 "," 937,186,492.94 "," 243,795.82 "," 119,983,226.00 "," 9,852,216.00 "," 112,201,256.00 "," 24,593,893.00 ",,,,,, 126.80 ," 16,359 ",,,,,,,,,,,,,,
 2012M12 , 3.00 , 100.29 ,-0.001%, 127.87 ,0.552%," 320,861.96 "," 35,003,293.50 "," 863,057,572.00 "," 246,115.78 "," 129,190,598.00 "," 10,611,644.00 "," 114,674,968.00 "," 33,362,969.00 ",,,,,, 127.50 ," 18,205 ",,,,,,,,,,,,,,
 2013M01 , 4.00 , 100.29 ,-0.003%, 137.27 ,7.354%," 467,719.98 "," 38,042,282.75 "," 1,240,383,468.08 "," 168,394.10 "," 126,794,540.00 "," 10,502,461.00 "," 121,065,731.00 "," 32,938,852.00 ", -   , -   ," 12,513,990.00 "," 112,504,868.00 "," 729,194,315,483,518.00 ", 136.88 ,"17,584"," 1,679,087.36 ",," 3,268,789.15 ",," 168,394.10 "," 10,502,461.00 "," 17,584.01 ",,,, 4.57 , 5.75 ,,
 2013M02 , 5.00 , 100.28 ,-0.005%, 138.30 ,0.747%," 351,946.83 "," 34,513,142.94 "," 1,400,413,010.00 "," 165,335.13 "," 118,641,057.00 "," 9,273,600.00 "," 110,371,660.00 "," 31,997,673.00 ", -   , -   ," 12,513,990.00 "," 115,929,612.00 "," 729,194,315,483,518.00 ", 137.91 ,"15,558"," 1,668,121.27 ",-0.653%," 3,280,420.25 ",0.356%," 165,335.13 "," 9,273,600.00 "," 15,558.10 ",-1.817%,-11.701%,-11.521%, 5.31 , 5.75 ,,
 2013M03 , 6.00 , 100.27 ,-0.008%, 139.16 ,0.622%," 381,211.34 "," 35,166,862.97 "," 636,722,660.51 "," 252,790.65 "," 134,792,089.00 "," 11,254,805.00 "," 124,491,924.00 "," 34,216,954.00 ", -   , -   ," 12,513,990.00 "," 115,929,612.00 "," 729,194,315,483,518.00 ", 138.78 ,"17,212"," 1,682,729.86 ",0.876%," 3,322,528.96 ",1.284%," 252,790.65 "," 11,254,805.00 "," 17,212.35 ",52.896%,21.364%,10.633%, 5.90 , 5.75 ,,
 2013M04 , 7.00 , 100.26 ,-0.011%, 139.00 ,-0.111%," 466,694.28 "," 39,476,495.65 "," 1,157,267,529.40 "," 219,756.59 "," 134,650,132.00 "," 11,678,682.00 "," 122,227,670.00 "," 37,573,508.00 ", -   , -   ," 12,513,990.00 "," 115,929,612.00 "," 755,712,692,907,990.00 ", 138.64 ,"18,022"," 1,716,144.93 ",1.986%," 3,360,928.07 ",1.156%," 219,756.59 "," 11,678,682.00 "," 18,021.52 ",-13.068%,3.766%,4.701%, 5.57 , 5.75 ,,
 2013M05 , 8.00 , 100.25 ,-0.012%, 138.95 ,-0.041%," 365,999.49 "," 40,685,709.30 "," 717,866,269.67 "," 214,514.69 "," 138,919,334.00 "," 12,280,588.00 "," 125,142,703.00 "," 37,965,643.00 ", -   , -   ," 12,513,990.00 "," 115,929,612.00 "," 755,712,692,907,990.00 ", 138.60 ,"18,274"," 1,708,192.13 ",-0.463%," 3,426,304.92 ",1.945%," 214,514.69 "," 12,280,588.00 "," 18,273.82 ",-2.385%,5.154%,1.400%, 5.47 , 5.75 ," 9,786.10 ",
 2013M06 , 9.00 , 100.24 ,-0.012%, 140.36 ,1.020%," 349,703.37 "," 40,760,208.52 "," 724,129,405.73 "," 250,006.19 "," 140,566,320.00 "," 12,916,043.00 "," 123,255,860.00 "," 37,205,222.00 ", -   , -   ," 12,513,990.00 "," 115,929,612.00 "," 755,712,692,907,990.00 ", 140.03 ,"17,832"," 1,747,058.56 ",2.275%," 3,413,378.66 ",-0.377%," 250,006.19 "," 12,916,043.00 "," 17,832.50 ",16.545%,5.174%,-2.415%, 5.57 , 6.00 ," 9,881.53 ",0.975%
 2013M07 , 10.00 , 100.22 ,-0.012%, 144.95 ,3.272%," 378,395.26 "," 44,589,100.56 "," 1,437,200,478.63 "," 387,170.66 "," 161,289,353.00 "," 14,374,098.00 "," 140,950,588.00 "," 44,209,865.00 ", -   , -   ," 12,513,990.00 "," 115,929,612.00 "," 777,428,287,251,468.00 ", 144.63 ,"20,618"," 1,795,198.66 ",2.755%," 3,506,573.60 ",2.730%," 387,170.66 "," 14,374,098.00 "," 20,618.32 ",54.864%,11.289%,15.622%, 5.90 , 6.50 ," 10,073.39 ",1.942%
 2013M08 , 11.00 , 100.21 ,-0.013%, 146.56 ,1.107%," 280,069.28 "," 34,320,376.92 "," 715,487,730.20 "," 279,902.39 "," 140,215,760.00 "," 12,014,847.00 "," 115,900,350.00 "," 37,711,442.00 ", -   , -   ," 12,513,990.00 "," 112,761,072.00 "," 777,428,287,251,468.00 ", 146.25 ,"17,842"," 1,769,644.95 ",-1.423%," 3,502,419.80 ",-0.118%," 279,902.39 "," 12,014,847.00 "," 17,841.95 ",-27.706%,-16.413%,-13.466%, 8.61 , 7.00 ," 10,589.12 ",5.120%
 2013M09 , 12.00 , 100.20 ,-0.015%, 146.03 ,-0.364%," 321,857.52 "," 42,283,802.03 "," 812,910,473.38 "," 231,601.68 "," 137,680,085.00 "," 11,888,101.00 "," 126,042,243.00 "," 40,087,370.00 ", -   , -   ," 12,513,990.00 "," 112,761,072.00 "," 777,428,287,251,468.00 ", 145.74 ,"17,552"," 1,792,827.44 ",1.310%," 3,584,080.54 ",2.332%," 231,601.68 "," 11,888,101.00 "," 17,551.80 ",-17.256%,-1.055%,-1.626%, 8.79 , 7.25 ," 11,346.24 ",7.150%
 2013M10 , 13.00 , 100.18 ,-0.017%, 146.13 ,0.072%," 292,708.06 "," 43,488,246.76 "," 910,181,214.98 "," 245,149.50 "," 147,500,972.00 "," 12,921,637.00 "," 129,154,247.00 "," 44,105,509.00 ", -   , -   ," 12,513,990.00 "," 112,761,072.00 "," 789,160,856,057,024.00 ", 145.87 ,"19,100"," 1,780,661.94 ",-0.679%," 3,576,869.70 ",-0.201%," 245,149.50 "," 12,921,637.00 "," 19,100.42 ",5.850%,8.694%,8.823%, 8.40 , 7.25 ," 11,366.90 ",0.182%
 2013M11 , 14.00 , 100.16 ,-0.020%, 146.27 ,0.097%," 344,755.93 "," 44,877,790.31 "," 1,104,330,715.30 "," 244,577.31 "," 137,960,168.00 "," 13,118,891.00 "," 128,828,548.00 "," 42,308,464.00 ", -   , -   ," 12,513,990.00 "," 112,761,072.00 "," 789,160,856,057,024.00 ", 146.04 ,"18,535"," 1,806,527.86 ",1.453%," 3,616,049.20 ",1.095%," 244,577.31 "," 13,118,891.00 "," 18,535.31 ",-0.233%,1.527%,-2.959%, 8.32 , 7.50 ," 11,613.10 ",2.166%
 2013M12 , 15.00 , 100.14 ,-0.022%, 147.04 ,0.526%," 304,754.03 "," 48,075,682.87 "," 1,236,937,427.91 "," 248,233.24 "," 155,200,566.00 "," 14,889,155.00 "," 139,936,598.00 "," 48,358,531.00 ", -   , -   ," 12,513,990.00 "," 112,761,072.00 "," 789,160,856,057,024.00 ", 146.84 ,"20,897"," 1,888,584.09 ",4.542%," 3,730,409.35 ",3.163%," 248,233.24 "," 14,889,155.00 "," 20,896.86 ",1.495%,13.494%,12.741%, 8.37 , 7.50 ," 12,087.10 ",4.082%
 2014M01 , 16.00 , 100.11 ,-0.023%, 111.12 ,-24.432%," 327,305.36 "," 48,205,916.01 "," 1,356,477,507.83 "," 239,691.49 "," 148,265,309.00 "," 13,506,551.00 "," 133,756,644.00 "," 46,291,390.00 ", -   , -   ," 13,284,452.00 "," 112,761,072.00 "," 830,747,671,696,727.00 ", 110.99 ,"19,299"," 1,814,112.49 ",-3.943%," 3,652,349.28 ",-2.093%," 239,691.49 "," 13,506,551.00 "," 19,298.97 ",-3.441%,-9.286%,-7.647%, 8.22 , 7.50 ," 12,179.65 ",0.766%
 2014M02 , 17.00 , 100.09 ,-0.024%, 111.38 ,0.238%," 484,795.32 "," 45,955,495.76 "," 765,810,318.51 "," 212,100.92 "," 137,559,721.00 "," 12,039,018.00 "," 125,229,218.00 "," 43,630,123.00 ", -   , -   ," 13,284,452.00 "," 118,169,922.00 "," 830,747,671,696,727.00 ", 111.28 ,"17,285"," 1,799,704.45 ",-0.794%," 3,635,060.38 ",-0.473%," 212,100.92 "," 12,039,018.00 "," 17,284.80 ",-11.511%,-10.865%,-10.437%, 7.75 , 7.50 ," 11,935.10 ",-2.008%
 2014M03 , 18.00 , 100.07 ,-0.023%, 111.45 ,0.058%," 562,722.37 "," 50,992,565.45 "," 799,328,109.07 "," 297,160.25 "," 158,799,327.00 "," 14,641,734.00 "," 137,730,751.00 "," 49,018,178.00 ", -   , -   ," 13,284,452.00 "," 118,169,922.00 "," 830,747,671,696,727.00 ", 111.37 ,"19,244"," 1,799,629.58 ",-0.004%," 3,652,530.55 ",0.481%," 297,160.25 "," 14,641,734.00 "," 19,244.33 ",40.103%,21.619%,11.337%, 7.32 , 7.50 ," 11,427.05 ",-4.257%
 2014M04 , 19.00 , 100.04 ,-0.023%, 111.40 ,-0.041%," 470,971.74 "," 50,564,402.51 "," 850,714,909.74 "," 231,800.42 "," 146,400,303.00 "," 13,707,964.00 "," 133,046,590.00 "," 49,881,575.00 ", -   , -   ," 13,284,452.00 "," 118,169,922.00 "," 848,816,388,884,420.00 ", 111.35 ,"20,340"," 1,837,859.13 ",2.124%," 3,721,882.38 ",1.899%," 231,800.42 "," 13,707,964.00 "," 20,340.01 ",-21.995%,-6.377%,5.694%, 7.25 , 7.50 ," 11,435.75 ",0.076%
 2014M05 , 20.00 , 100.02 ,-0.024%, 111.55 ,0.137%," 434,597.43 "," 54,026,875.96 "," 826,435,929.37 "," 270,600.76 "," 160,295,551.00 "," 15,553,059.00 "," 144,043,064.00 "," 53,482,723.00 ", -   , -   ," 13,284,452.00 "," 118,169,922.00 "," 848,816,388,884,420.00 ", 111.53 ,"20,807"," 1,883,483.24 ",2.482%," 3,780,955.28 ",1.587%," 270,600.76 "," 15,553,059.00 "," 20,807.25 ",16.739%,13.460%,2.297%, 7.32 , 7.50 ," 11,525.94 ",0.789%
 2014M06 , 21.00 , 99.99 ,-0.026%, 112.00 ,0.404%," 522,370.19 "," 56,148,744.99 "," 945,571,544.17 "," 331,491.97 "," 160,477,146.00 "," 15,454,752.00 "," 146,960,956.00 "," 55,566,540.00 ", -   , -   ," 13,284,452.00 "," 118,169,922.00 "," 848,816,388,884,420.00 ", 112.01 ,"21,339"," 1,936,150.16 ",2.796%," 3,857,961.77 ",2.037%," 331,491.97 "," 15,454,752.00 "," 21,339.30 ",22.502%,-0.632%,2.557%, 6.70 , 7.50 ," 11,892.62 ",3.181%
 2014M07 , 22.00 , 99.97 ,-0.027%, 113.01 ,0.901%," 387,963.29 "," 55,941,785.45 "," 868,664,249.16 "," 361,063.31 "," 184,986,726.00 "," 16,541,609.00 "," 149,144,929.00 "," 59,494,231.00 ", -   , -   ," 13,284,452.00 "," 118,169,922.00 "," 865,093,399,678,485.00 ", 113.05 ,"21,306"," 1,943,648.94 ",0.387%," 3,887,407.48 ",0.763%," 361,063.31 "," 16,541,609.00 "," 21,305.85 ",8.921%,7.033%,-0.157%, 4.53 , 7.50 ," 11,689.06 ",-1.712%
 2014M08 , 23.00 , 99.94 ,-0.028%, 113.51 ,0.441%," 449,982.66 "," 53,392,353.26 "," 873,435,890.71 "," 274,585.91 "," 156,751,527.00 "," 14,986,158.00 "," 136,911,795.00 "," 52,374,855.00 ", -   , -   ," 13,284,452.00 "," 114,628,026.00 "," 865,093,399,678,485.00 ", 113.58 ,"21,160"," 1,908,110.95 ",-1.828%," 3,886,519.97 ",-0.023%," 274,585.91 "," 14,986,158.00 "," 21,159.91 ",-23.951%,-9.403%,-0.685%, 3.99 , 7.50 ," 11,712.45 ",0.200%
 2014M09 , 24.00 , 99.91 ,-0.028%, 113.79 ,0.245%," 527,638.36 "," 58,630,216.88 "," 916,578,367.44 "," 305,574.26 "," 161,543,454.00 "," 15,290,472.00 "," 146,881,624.00 "," 55,510,628.00 ", -   , -   ," 13,284,452.00 "," 114,628,026.00 "," 865,093,399,678,485.00 ", 113.89 ,"21,520"," 1,971,640.23 ",3.329%," 4,010,146.66 ",3.181%," 305,574.26 "," 15,290,472.00 "," 21,519.95 ",11.285%,2.031%,1.701%, 4.53 , 7.50 ," 11,890.77 ",1.523%
 2014M10 , 25.00 , 99.88 ,-0.027%, 114.29 ,0.439%," 560,278.47 "," 60,037,833.69 "," 980,128,515.49 "," 239,473.45 "," 163,997,997.00 "," 15,290,885.00 "," 148,221,499.00 "," 57,036,454.00 ", -   , -   ," 13,284,452.00 "," 114,628,026.00 "," 892,266,283,140,367.00 ", 114.42 ,"22,107"," 1,960,006.27 ",-0.590%," 4,024,488.87 ",0.358%," 239,473.45 "," 15,290,885.00 "," 22,106.58 ",-21.632%,0.003%,2.726%, 4.83 , 7.50 ," 12,144.87 ",2.137%
 2014M11 , 26.00 , 99.86 ,-0.025%, 115.98 ,1.478%," 522,454.93 "," 60,901,591.88 "," 864,339,284.20 "," 274,630.28 "," 162,174,874.00 "," 15,706,952.00 "," 143,371,615.00 "," 54,644,768.00 ", -   , -   ," 13,284,452.00 "," 114,628,026.00 "," 892,266,283,140,367.00 ", 116.14 ,"20,867"," 1,990,825.82 ",1.572%," 4,076,669.88 ",1.297%," 274,630.28 "," 15,706,952.00 "," 20,867.36 ",14.681%,2.721%,-5.606%, 6.23 , 7.75 ," 12,158.30 ",0.111%
 2014M12 , 27.00 , 99.84 ,-0.022%, 118.81 ,2.440%," 498,374.05 "," 68,715,651.53 "," 1,026,661,197.81 "," 281,383.02 "," 179,528,756.00 "," 17,921,748.00 "," 159,870,971.00 "," 61,550,726.00 ", -   , -   ," 13,284,452.00 "," 114,628,026.00 "," 892,266,283,140,367.00 ", 119.00 ,"24,903"," 2,049,202.48 ",2.932%," 4,173,326.50 ",2.371%," 281,383.02 "," 17,921,748.00 "," 24,903.21 ",2.459%,14.101%,19.341%, 8.36 , 7.75 ," 12,438.29 ",2.303%
 2015M01 , 28.00 , 99.82 ,-0.020%, 118.49 ,-0.264%," 451,807.90 "," 61,656,528.85 "," 948,116,849.16 "," 253,373.31 "," 167,809,191.38 "," 16,026,341.57 "," 147,086,169.69 "," 56,762,431.46 ", -   , -   ," 14,091,129.00 "," 114,628,026.00 "," 917,218,354,045,101.00 ", 118.71 ,"20,974"," 1,974,011.98 ",-3.669%," 4,174,825.91 ",0.036%," 253,373.31 "," 16,026,341.57 "," 20,973.89 ",-9.954%,-10.576%,-15.778%, 6.96 , 7.75 ," 12,579.10 ",1.132%
 2015M02 , 29.00 , 99.80 ,-0.019%, 118.04 ,-0.381%," 468,261.86 "," 54,996,880.06 "," 824,294,149.98 "," 246,222.80 "," 154,560,427.38 "," 14,400,411.02 "," 133,431,161.85 "," 51,947,853.80 ", -   , -   ," 14,091,129.00 "," 120,846,821.00 "," 917,218,354,045,101.00 ", 118.28 ,"19,830"," 1,980,078.10 ",0.307%," 4,218,122.76 ",1.037%," 246,222.80 "," 14,400,411.02 "," 19,829.91 ",-2.822%,-10.145%,-5.454%, 6.29 , 7.50 ," 12,749.84 ",1.357%
 2015M03 , 30.00 , 99.78 ,-0.018%, 118.22 ,0.151%," 464,140.11 "," 64,584,803.16 "," 977,060,499.55 "," 339,241.04 "," 166,376,256.57 "," 16,716,759.64 "," 156,714,824.95 "," 59,193,958.37 ", -   , -   ," 14,091,129.00 "," 120,846,821.00 "," 917,218,354,045,101.00 ", 118.48 ,"23,376"," 1,997,120.36 ",0.861%," 4,246,361.19 ",0.669%," 339,241.04 "," 16,716,759.64 "," 23,376.34 ",37.778%,16.085%,17.884%, 6.38 , 7.50 ," 13,066.82 ",2.486%
 2015M04 , 31.00 , 99.77 ,-0.016%, 118.63 ,0.347%," 440,002.41 "," 63,871,066.83 "," 952,669,313.17 "," 294,805.40 "," 168,153,723.28 "," 16,820,136.54 "," 149,008,302.21 "," 57,588,918.50 ", -   , -   ," 14,091,129.00 "," 120,846,821.00 "," 937,823,934,485,817.00 ", 118.91 ,"22,352"," 2,003,216.09 ",0.305%," 4,275,711.11 ",0.691%," 294,805.40 "," 16,820,136.54 "," 22,351.58 ",-13.099%,0.618%,-4.384%, 6.79 , 7.50 ," 12,947.76 ",-0.911%
 2015M05 , 32.00 , 99.75 ,-0.013%, 119.20 ,0.483%," 434,611.59 "," 68,505,613.37 "," 900,545,992.72 "," 478,024.17 "," 175,202,563.94 "," 17,931,714.91 "," 151,350,831.80 "," 58,906,814.86 ", -   , -   ," 14,091,129.00 "," 120,846,821.00 "," 937,823,934,485,817.00 ", 119.50 ,"22,950"," 2,020,350.22 ",0.855%," 4,288,369.26 ",0.296%," 478,024.17 "," 17,931,714.91 "," 22,949.94 ",62.149%,6.609%,2.677%, 7.15 , 7.50 ," 13,140.53 ",1.489%
 2015M06 , 33.00 , 99.74 ,-0.010%, 119.83 ,0.525%," 462,786.66 "," 69,634,963.28 "," 1,000,066,827.42 "," 663,652.47 "," 177,000,513.22 "," 18,343,716.40 "," 157,816,919.41 "," 61,895,891.79 ", -   , -   ," 14,091,129.00 "," 120,846,821.00 "," 937,823,934,485,817.00 ", 120.14 ,"23,994"," 2,096,983.99 ",3.793%," 4,358,801.51 ",1.642%," 663,652.47 "," 18,343,716.40 "," 23,994.10 ",38.832%,2.298%,4.550%, 7.26 , 7.50 ," 13,313.24 ",1.314%
 2015M07 , 34.00 , 99.74 ,-0.006%, 120.94 ,0.926%," 437,694.01 "," 65,542,941.57 "," 953,786,675.76 "," 665,752.51 "," 199,379,432.20 "," 18,865,408.84 "," 151,117,888.10 "," 64,758,168.87 ", -   , -   ," 14,091,129.00 "," 120,846,821.00 "," 954,975,278,658,530.00 ", 121.26 ,"24,124"," 2,118,572.40 ",1.029%," 4,373,208.10 ",0.331%," 665,752.51 "," 18,865,408.84 "," 24,124.48 ",0.316%,2.844%,0.543%, 7.26 , 7.50 ," 13,374.79 ",0.462%
 2015M08 , 35.00 , 99.73 ,-0.003%, 121.40 ,0.384%," 465,021.57 "," 68,884,518.40 "," 939,989,563.08 "," 527,866.11 "," 175,314,491.11 "," 17,983,820.10 "," 156,218,225.14 "," 62,561,042.32 ", -   , -   ," 14,091,129.00 "," 114,819,199.00 "," 954,975,278,658,530.00 ", 121.73 ,"22,384"," 2,106,285.01 ",-0.580%," 4,404,085.03 ",0.706%," 527,866.11 "," 17,983,820.10 "," 22,383.96 ",-20.711%,-4.673%,-7.215%, 7.18 , 7.50 ," 13,781.75 ",3.043%
 2015M09 , 36.00 , 99.73 ,-0.001%, 121.34 ,-0.050%," 466,143.25 "," 69,207,765.02 "," 986,884,834.59 "," 471,545.14 "," 170,522,595.14 "," 16,905,772.75 "," 153,747,590.11 "," 62,743,718.77 ", -   , -   ," 14,091,129.00 "," 114,819,199.00 "," 954,975,278,658,530.00 ", 121.67 ,"22,253"," 2,163,218.91 ",2.703%," 4,508,603.17 ",2.373%," 471,545.14 "," 16,905,772.75 "," 22,253.17 ",-10.670%,-5.995%,-0.584%, 6.83 , 7.50 ," 14,396.10 ",4.458%
 2015M10 , 37.00 , 99.73 ,0.001%, 121.24 ,-0.081%," 378,279.23 "," 77,403,758.00 "," 999,468,753.22 "," 450,389.14 "," 176,033,578.84 "," 18,060,789.62 "," 159,917,986.04 "," 65,755,769.02 ", -   , -   ," 14,091,129.00 "," 114,819,199.00 "," 971,994,288,910,552.00 ", 121.57 ,"22,549"," 2,134,695.60 ",-1.319%," 4,443,078.08 ",-1.453%," 450,389.14 "," 18,060,789.62 "," 22,549.46 ",-4.487%,6.832%,1.331%, 6.25 , 7.50 ," 13,795.86 ",-4.169%
 2015M11 , 38.00 , 99.73 ,0.001%, 121.50 ,0.207%," 344,018.09 "," 76,227,918.43 "," 971,534,822.80 "," 461,043.79 "," 174,246,053.73 "," 17,917,502.83 "," 156,205,279.33 "," 64,389,178.66 ", -   , -   ," 14,091,129.00 "," 114,819,199.00 "," 971,994,288,910,552.00 ", 121.82 ,"22,427"," 2,171,545.63 ",1.726%," 4,452,324.65 ",0.208%," 461,043.79 "," 17,917,502.83 "," 22,426.74 ",2.366%,-0.793%,-0.544%, 4.89 , 7.50 ," 13,672.57 ",-0.894%
 2015M12 , 39.00 , 99.74 ,0.001%, 122.66 ,0.962%," 363,591.76 "," 81,402,515.16 "," 1,066,768,005.07 "," 431,101.77 "," 196,186,616.30 "," 20,414,026.23 "," 174,879,251.07 "," 72,624,415.44 ", -   , -   ," 14,091,129.00 "," 114,819,199.00 "," 971,994,288,910,552.00 ", 122.99 ,"25,928"," 2,264,459.44 ",4.279%," 4,548,800.27 ",2.167%," 431,101.77 "," 20,414,026.23 "," 25,928.40 ",-6.494%,13.933%,15.614%, 3.35 , 7.50 ," 13,854.60 ",1.331%
 2016M01 , 40.00 , 99.74 ,0.002%, 123.29 ,0.514%," 351,034.15 "," 80,018,336.12 "," 991,202,954.44 "," 387,404.15 "," 185,878,799.75 "," 19,018,446.63 "," 161,915,187.18 "," 63,449,999.69 ", -   , -   ," 14,928,555.00 "," 114,819,199.00 "," 991,436,744,476,647.00 ", 123.62 ,"22,282"," 2,202,473.46 ",-2.737%," 4,498,361.28 ",-1.109%," 387,404.15 "," 19,018,446.63 "," 22,281.52 ",-10.136%,-6.836%,-14.065%, 4.14 , 7.25 ," 13,889.05 ",0.249%
 2016M02 , 41.00 , 99.74 ,0.003%, 123.19 ,-0.086%," 393,907.21 "," 79,549,337.44 "," 1,014,334,440.34 "," 519,364.47 "," 175,608,926.76 "," 16,302,873.21 "," 156,551,192.18 "," 64,255,772.25 ", -   , -   ," 14,928,555.00 "," 120,647,697.00 "," 991,436,744,476,647.00 ", 123.51 ,"21,496"," 2,185,775.06 ",-0.758%," 4,521,951.20 ",0.524%," 519,364.47 "," 16,302,873.21 "," 21,495.65 ",34.063%,-14.279%,-3.527%, 4.42 , 7.00 ," 13,515.70 ",-2.688%
 2016M03 , 42.00 , 99.74 ,0.004%, 123.43 ,0.199%," 369,643.78 "," 88,356,545.36 "," 1,125,174,325.81 "," 492,166.07 "," 188,743,194.09 "," 18,807,459.41 "," 176,688,423.66 "," 71,437,434.27 ", -   , -   ," 14,928,555.00 "," 120,647,697.00 "," 991,436,744,476,647.00 ", 123.75 ,"24,084"," 2,214,527.18 ",1.315%," 4,561,872.52 ",0.883%," 492,166.07 "," 18,807,459.41 "," 24,083.76 ",-5.237%,15.363%,12.040%, 4.45 , 6.75 ," 13,193.14 ",-2.387%
 2016M04 , 43.00 , 99.75 ,0.006%, 122.88 ,-0.447%," 331,507.14 "," 88,787,417.83 "," 1,019,851,862.70 "," 515,231.51 "," 186,812,272.61 "," 19,171,510.79 "," 168,638,145.60 "," 70,581,943.00 ", -   , -   ," 14,928,555.00 "," 120,647,697.00 "," 1,004,570,329,989,690.00 ", 123.19 ,"21,498"," 2,245,787.84 ",1.412%," 4,581,877.87 ",0.439%," 515,231.51 "," 19,171,510.79 "," 21,498.40 ",4.687%,1.936%,-10.735%, 3.60 , 6.75 ," 13,179.86 ",-0.101%
 2016M05 , 44.00 , 99.76 ,0.006%, 123.18 ,0.242%," 400,341.01 "," 94,527,826.17 "," 1,139,358,857.95 "," 587,051.83 "," 196,669,569.89 "," 21,179,616.64 "," 178,509,678.35 "," 74,661,869.76 ", -   , -   ," 14,928,555.00 "," 120,647,697.00 "," 1,004,570,329,989,690.00 ", 123.48 ,"23,055"," 2,281,890.44 ",1.608%," 4,614,061.82 ",0.702%," 587,051.83 "," 21,179,616.64 "," 23,055.21 ",13.939%,10.474%,7.242%, 3.33 , 6.75 ," 13,419.65 ",1.819%
